d058.s043.t000	4) temporary housing for homeless or displaced persons.
d178.s073.t014	2) having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a
d178.s073.t015	0) a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the
d178.s073.t016	0) extending the legs at right angles to the trunk (one in front and the other in back) 0)
d004.s078.t000	0) an abrupt failure of function or complete physical exhaustion. 4) the act of throwing yourself down. 5
d004.s078.t001	2) (of persons) dangerously reckless or violent as from urgency or despair.
d004.s078.t002	0) marked by or promising bad fortune; ; ; ; - W.H.Prescott.  0) marked
d004.s078.t003	2) several related operations aimed at achieving a particular goal (usually within geographical and temporal constraints) 0) a race
d004.s078.t004	2) the inherent complex of attributes that determines a persons moral and ethical actions and reactions; - Herbert Spencer.  (
d004.s078.t005	0) a male sovereign; ruler of a kingdom.
d004.s078.t006	2) an indefinite period (usually marked by specific attributes or activities)  - 4) the continuum of experience in
d004.s078.t007	0) uselessness as a consequence of having no practical result.
d004.s078.t008	0) have the quality of being; (copula, used with an adjective or a predicate noun) 4)
d004.s078.t009	0) negation of a word or group of words. 1) logical operator. 2) intensifier.
d004.s078.t010	0) and nothing more. 1) in a limited way. 2) in a very great way.
d004.s078.t011	1) deserving or inciting pity; ; ; - Galsworthy. 0) inspiring mixed contempt and pity.
d004.s078.t012	2) in many cases or instances.
d004.s078.t013	1) incongruous;inviting ridicule.
d099.s032.t000	2) go through (an area) in search of prey. 0) walk stiffly 1) follow stealth
d099.s032.t001	0) a minor parish official who serves a ceremonial function.
d099.s032.t002	1) state or announce.  % correctFinal Answer: The final answer is 1) state or announce.
d099.s032.t003	26) go through in search of something; search through someone's belongings in an unauthorized way.  (Source: Word
d099.s032.t004	0) (used to introduce a logical conclusion) from that fact or reason or as a result. 0)
d099.s032.t005	1) (Christianity) an assembly of theologians and bishops and other representatives of different churches or dioceses that
d099.s032.t006	6Final Answer: The final answer is 6. I hope it is correct. 12/12/202
d099.s032.t007	5) act in disregard of laws, rules, contracts, or promises.
d099.s032.t008	0) the collection of rules imposed by authority.  %%%%%%%% end of my answer %%%%%%%%  %%%%%
d099.s032.t009	0) someone who commits adultery or fornication. 0) someone who commits adultery or fornication.
d099.s032.t010	0) a criminal who takes property belonging to someone else with the intention of keeping it or selling it. 0)
d099.s032.t011	0) a criminal who commits homicide (who performs the unlawful premeditated killing of another human being). 0)
d099.s032.t012	0) suggestive of or tending to moral looseness. 0) 1) 2) 3)
d099.s032.t013	2) a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to
pad.v.03_example.0	3) add padding to. 0) add details to 1) walk heavily and firmly, as when weary,
d146.s058.t000	0) a neutral achromatic color midway between white and black.
d146.s058.t001	0) the front of the human head from the forehead to the chin and ear to ear.
d146.s058.t002	0) look at with fixed eyes.
d146.s058.t003	2) in a straight line; in a direct course. 0) without deviation 1) in a forthright
d146.s058.t004	2) in a forward direction.
d146.s058.t005	0) very light rain; stronger than mist but less than a shower.  Final Answer: The final answer is
d119.s131.t000	0) be present at (meetings, church services, university), etc.. 0) be present at (meet
d119.s131.t001	1) a piece of open land for recreational use in an urban area.
d119.s131.t002	4) exhibiting courtesy and politeness.
d119.s131.t003	0) a polite name for any woman. 0) a polite name for any woman. 0) a polite
d119.s131.t004	7) utter aloud.  5) speak, pronounce, or utter in a certain way.  7)
sin.n.06_example.0	5) violent and excited activity.
d077.s065.t000	1) throw with great effort. 8) lift or elevate. 9) move or cause to move in a
d077.s065.t001	0) no longer having or seeming to have or expecting to have life. 1) not showing characteristics of life especially
d077.s065.t002	3) the generic use of the word to refer to any human being. 0) an adult person who is male
d077.s065.t003	0) an open horse-drawn carriage with four wheels; has a seat attached to a flexible board between the two ax
d077.s065.t004	0) utter a sudden loud cry. 1) utter or declare in a very loud voice. is not the best
d077.s065.t005	2) strike as if by whipping.
d077.s065.t006	1) two or more draft animals that work together to pull something. 0) a cooperative unit (especially in sports
d077.s065.t007	0) move out of or depart from.
d077.s065.t008	0) quickly or rapidly (often used as a combining form) 0) quickly or rapidly (often used as a
d137.s031.t000	1) a single person or thing. 4/4/2017Final Answer: The final answer is
d137.s031.t001	3) make valid or confirm the validity of.  0) declare or make legally valid is incorrect because the word
d137.s031.t002	0) a legal document codifying the result of deliberations of a committee or society or legislative body. 0)
d137.s031.t003	0) an educational institution.
d137.s031.t004	0) a region marked off for administrative or other purposes. 0) a region marked off for administrative or other purposes
d127.s046.t000	0) an unofficial association of people or groups. 13) a group of people or animals moving together (as in
d127.s046.t001	0) a thief who steals from someone by threatening violence. 4 0) a person who steals something.
d127.s046.t002	0) to come or go into.
d127.s046.t003	0) terminal where trains load or unload passengers or goods.  #Answer: 0) terminal where trains load or
d127.s046.t004	0) overcome by superior force.
d127.s046.t005	2) restrain from moving or operating normally.
d127.s046.t006	0) someone who transmits messages by telegraph. 1) someone who receives messages by telegraph. 2
d127.s046.t007	3) rob at gunpoint or by means of some other threat. 0) be the physical support of; carry
d127.s046.t008	0) public transport provided by a line of railway cars coupled together and drawn by a locomotive.
d127.s046.t009	5) flee; take to one's heels; cut and run.
d158.s087.t000	0) to a considerable degreeAnswer: 0) to a considerable degreeAnswer: 0) to a
d158.s087.t001	0) (used of persons or the military) characterized by having or bearing arms. 0) (used of persons
d158.s087.t002	0) make ready for action or useAnswer: 0) make ready for action or useAnswer:
d158.s087.t003	0) quickly or rapidly (often used as a combining form) 0Answer: 0) quickly or rapidly
d158.s087.t004	0) in motion.
d158.s087.t005	0) activities organized by civilians for their own protection in time of war or disaster. 0) activities organized by civilians
d158.s087.t006	2) gear consisting of a set of articles or tools for a specified purpose. 0) any cohesive unit such as
d158.s087.t007	0) being three more than twenty.
d158.s087.t008	0) someone who helps callers get the person they are calling. 0) someone who helps callers get the person they
d158.s087.t009	4) professional or clerical workers in an office.
d158.s087.t010	1) the department responsible for hiring and training and placing employees and for setting policies for personnel management. 0) group
d158.s087.t011	2) occupy a place or location, also metaphorically.
d158.s087.t012	0) completely prepared or in condition for immediate action or use or progress.
d158.s087.t013	3) to go into action or to begin operating. 0) 1) 2) 3)
d158.s087.t014	0) something done (usually as opposed to something said) 5) the trait of being active and energetic and force
d158.s087.t015	0) a unit of time equal to 60 seconds or 1/60th of an hour.
d158.s087.t016	3) advance notification (usually written) of the intention to withdraw from an arrangement of contract. 7: 3
last.n.03_example.0	0) the temporal end; the concluding time. 1) the last or lowest in an ordering or series.
idler.n.01_example.0	3) the fleshy part of the human body that you sit on. 4) the buttocks.
d152.s068.t000	2) come as a logical consequence; follow logically. 24. 2) come as a logical consequence; follow
d152.s068.t001	1) able to accomplish a purpose; functioning effectively; -G.B.Shaw. 8. What is the meaning
d152.s068.t002	0) a plan of action adopted by an individual or social group. 0) a plan of action adopted by an
d152.s068.t003	1) not yet fully developed. 0) is incorrect. 1) is the best fit for the given sentence
d152.s068.t004	4) a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography
d152.s068.t005	14) get something; come into possession of. 14) get something; come into possession of. 14)
d152.s068.t006	1) in a realistic manner. 0) in a realistic manner. 1) in a realistic manner.
d152.s068.t007	0) primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration
d152.s068.t008	4) serving to permit or facilitate further work or activity.
d152.s068.t009	1) the range of interest or activity that can be anticipated.
d088.s017.t000	2) limited to the explicit meaning of a word or text. 0) being or reflecting the essential or genuine character
d088.s017.t001	3) the property of having little or no contrast; lacking highlights or gloss.  % 0.8%
d088.s017.t002	3) at the present moment.
d088.s017.t003	0) have a tendency or disposition to do or be something; be inclined. 0) have a tendency or disposition
d088.s017.t004	0) state categorically. 3) assert to be true.  (Note: The sentence implies that the literal
d088.s017.t005	0) most important element.
d088.s017.t006	1) a special set of circumstances.
d088.s017.t007	0) a visual representation (of an object or scene or person or abstraction) produced on a surface.
d088.s017.t008	1) something in an artistic work designed to achieve a particular effect.
d088.s017.t009	0) return to the initial position from where it came; like a boomerang. 0) return to the
d088.s017.t010	0) an erroneous mental representation. 1) something many people believe that is false. 2) the act of
d088.s017.t011	0) the extent downward or backward or inward.  %%% 0.2  1  %%%
d088.s017.t012	6) give back.
d088.s017.t013	2) to a greater degree or extent; used with comparisons.
d088.s017.t014	1) comparative of much; to a greater degree or extent. 0) used to form the comparative of some ad
d088.s017.t015	2) not secure; beset with difficulties. 0) affording no ease or reassurance1) fraught
d088.s017.t016	0) earlier in time; previously. 0) 0) 0) 0) 0)
scale.v.04_example.0	4) climb up by means of a ladder. 4) climb up by means of a ladder. 4)
d097.s170.t000	2) only a moment agoFinal Answer: The final answer is 2) only a moment ago. I hope
d097.s170.t001	3) cause to move; cause to be in a certain position or condition.
d097.s170.t002	0) the fleshy part of the human body that you sit on. 3.1.2018
d097.s170.t003	2) strike with the foot. 7) express complaints, discontent, displeasure, or unhappiness. 0
d097.s170.t004	1) small crude shelter used as a dwelling. 0) temporary military shelter. 1) small crude shelter used
d097.s170.t005	0) being one more than six.
d008.s166.t000	8) a request.
d008.s166.t001	0) the force of policemen and officers.
d008.s166.t002	0) put into a certain place or abstract location.
d008.s166.t003	0) in or at this place; where the speaker or writer is. 0) in or at this place;
d008.s166.t004	0) more than one but indefinitely small in number. 0) more than one but indefinitely small in number.
d008.s166.t005	0) a unit of time equal to 60 seconds or 1/60th of an hour.
d008.s166.t006	0) denoting a quantity consisting of one more than eight and one less than ten. 1) denoting a
d008.s166.t007	0) preceding all others in time or space or degree.
d008.s166.t008	0) a car in which policemen cruise the streets; equipped with radiotelephonic communications to headquarters. 1
d008.s166.t009	0) reach a destination; arrive by movement or progress. 0) reach a destination; arrive by movement or progress
d008.s166.t010	0) being one more than one.  Final Answer: The final answer is 0. I hope it is correct
d008.s166.t011	0) being one more than two. 1) being one less than four. 2) being twice two.
d008.s166.t012	0) a unit of time equal to 60 seconds or 1/60th of an hour.
d008.s166.t013	0) being one more than nine. 0) being one more than nine. 0) being one more than
d008.s166.t014	0) a unit of time equal to 60 seconds or 1/60th of an hour.
d008.s166.t015	0) in the past.
d008.s166.t016	3) at the present moment.
camp.n.06_example.0	5) something that is considered amusing not because of its originality but because of its unoriginality.
d036.s022.t000	0) having desirable or positive qualities especially those suitable for a thing specified.
d036.s022.t001	14) the performance of duties by a waiter or servant. 7) a means of serving. 0) work
d036.s022.t002	8) begin or set in motion.
d036.s022.t003	1) an artifact that has been created by someone or some process.
d036.s022.t004	0) the act of working out the form of something (as by making a sketch or outline or plan) 0
d036.s022.t005	1) the act or process of drawing up plans or layouts for some project or enterprise. 0) an act of
d071.s070.t000	0) an elaborate and systematic plan of action.
d071.s070.t001	0) fearless and daringFinal Answer: The final answer is 0) fearless and daring. I hope it is
d071.s070.t002	1) very difficult; severely testing stamina or resolution. 7) unfortunate or hard to bear. 1) very
d071.s070.t003	0) in addition.
d071.s070.t004	1) be attractive to.
d071.s070.t005	5) polite or favorable attention. 7) attention; 8) a sign posted in a public place as an
d071.s070.t006	2) the federal government of the United States.
d071.s070.t007	0) connected with or belonging to or used in a navy.
d071.s070.t008	0) a war measure that isolates some area of importance to the enemy. 1) prevents access or progress.
d071.s070.t009	3) cut off and stop.
d071.s070.t010	0) a communist state in the Caribbean on the island of Cuba.
d071.s070.t011	0) do away with, cause the destruction or undoing of.
d071.s070.t012	0) a human beingFinal Answer: The final answer is 0) a human being. I hope it is
d056.s037.t000	1) the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose. 0)
d056.s037.t001	8) achieve a point or goal.
d056.s037.t002	0) domesticated bovine animals as a group regardless of sex or age; ; - Bible. 0) domestic
d056.s037.t003	0) woolly usually horned ruminant mammal related to the goat.
d056.s037.t004	3) filled to satisfaction with food or drink.
d056.s037.t005	0) food for domestic livestock.
d056.s037.t006	0) to make better.
d056.s037.t007	0) food for domestic livestock.  Final Answer: The final answer is 0) food for domestic livestock. I
d056.s037.t008	8) the act of changing from one use or function or purpose to another. 8) the act of changing from
d056.s037.t009	2) a process of becoming larger or longer or more numerous or more important.
d056.s037.t010	0) cut down on; make a reduction in.  ###### Please login to see the solution. ###### Please
d056.s037.t011	0) swelling of the rumen or intestinal tract of domestic animals caused by excessive gas.
d056.s037.t012	0) inflammation of the laminated tissue that attaches the hoof to the foot of a horse.
d056.s037.t013	1) lessen the intensity of; temper; hold in restraint; hold or keep within limits.
d056.s037.t014	0) diarrhea in livestock. 0) diarrhea in livestock. 0) diarrhea in livestock. 0) diarrhea
d019.s140.t000	0) a woman who is old.  Final Answer: The final answer is 0) a woman who is old
d019.s140.t001	8) state as one's opinion or judgement; declare.
d019.s140.t002	4) communicate by letter.  (Source:  "WordNet 3.1"  by Princeton University)
d019.s140.t003	0) a son of your brother or sister.
d019.s140.t004	0) a freight car with roof and sliding doors in the sides.
d019.s140.t005	1) let something be known.
d019.s140.t006	7) get to know; get acquainted with.
d019.s140.t007	4) exhibiting courtesy and politeness. 0) pleasant or pleasing or agreeable in nature or appearance; - George
d019.s140.t008	2) the generic use of the word to refer to any human being.
d019.s140.t009	0) acquired as your own by free choice.
d019.s140.t010	4) a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography
d096.s005.t000	1) cause to bulge or swell outwards. 0) stick out or up. 1) cause to
d096.s005.t001	3) a vestment worn by a priest at High Mass in the Roman Catholic Church; a silk shawl.
d096.s005.t002	2) very narrow.  #answer: 2) very narrow.  #answer: 2) very narrow
d096.s005.t003	0) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d096.s005.t004	0) narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried
d096.s005.t005	1) causing to feel shame or chagrin or vexation. 0) hard to deal with; especially causing
d096.s005.t006	0) a piece of information about circumstances that exist or events that have occurred.
d096.s005.t007	0) the quality of being physical; consisting of matter. 0) the quality of being physical; consisting of matter
d096.s005.t008	10) have or formulate in the mind. 13) consider or suppose (the correct answer is 10) have
d096.s005.t009	0) a human beingFinal Answer: The final answer is 0) a human being. I hope it is
d096.s005.t010	1) lay out orderly or logically in a line or as if in a line. 0) take the first step
d096.s005.t011	0) statues collectively.  #2:  #3:  #4:  #5:  #6
d096.s005.t012	4) make less severe or harsh. 7) make less severe or harsh. 8) make less severe or
d096.s005.t013	0) the message that is intended or expressed or signified.
d056.s031.t000	1) the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose.
d056.s031.t001	7) lessen and make more modest.
d056.s031.t002	0) relating to or caused by bacteria.
d056.s031.t003	0) frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal
d056.s031.t004	0) keep from happening or arising; make impossible.
d056.s031.t005	0) contagious degenerative infection of the feet of hoofed animals (especially cattle and sheep)
d056.s031.t006	0) provide as food.
d056.s031.t007	0) negation of a word or group of words. 0) negation of a word or group of words
d056.s031.t008	1) comparative of little.
d056.s031.t009	0) one thousandth (1/1,000) gram. 1) one millionth (1/1
d056.s031.t010	0) 16 ounces avoirdupois.
d056.s031.t011	0) the weight of a person's body.
d056.s031.t012	0) every day; without missing a day. 0) every day; without missing a day. 0)
d058.s082.t000	0) the lowermost portion of a structure partly or wholly below ground level; often used for storage.
d058.s082.t001	0) an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or
d058.s082.t002	1) extend out or project in spaceAnswer: 1) extend out or project in spaceAnswer:
d058.s082.t003	0) the solid part of the earth's surface. 2) the loose soft material that makes up a large part
d058.s082.t004	0) protect, hide, or conceal from danger or harm.
d058.s082.t005	4) show in, or as in, a picture.
d058.s082.t006	0) supplementary material that is collected and appended at the back of a book. 0) supplementary material that is collected
d058.s082.t007	0) one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pict
d058.s082.t008	0) the cardinal number that is the sum of twenty-eight and one. 1) the page number in the Appendix
d223.s005.t000	3) be and remain in a particular state or condition. 1) be lying, be prostrate; be in
senseval3.d001.s001.t000	0) relating to a president or presidency.
senseval3.d001.s001.t001	0) a vote to select the winner of a position or political office. 0) a vote to select the winner
senseval3.d001.s001.t002	1) a period of time occupying a regular part of a calendar year that is used for some particular activity. 0
senseval3.d001.s001.t004	1) the people who live in a nation or country. 0) a politically organized body of people under a single
senseval3.d001.s001.t007	0) pick out, select, or choose from a number of alternatives.
senseval3.d001.s001.t009	0) an organization to gain political power.
senseval3.d001.s001.t010	1) someone who is considered for something (for an office or prize or honor etc.). 0) a politician who
d042.s015.t000	0) the cardinal number that is the sum of twenty-one and one. 0) the cardinal number that is the
d042.s015.t001	0) constituting the full quantity or extent; complete.
d042.s015.t002	0) a database containing an ordered array of items (names or topics) 0) a database containing an ordered array
d193.s023.t000	0) provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes.
d193.s023.t001	2) observe with care or pay close attention to.  2) observe with care or pay close attention to.
d193.s023.t002	0) have the quality of being; (copula, used with an adjective or a predicate noun) 2)
d193.s023.t003	14) get something; come into possession of.
d193.s023.t004	0) have the quality of being; (copula, used with an adjective or a predicate noun) 12)
d193.s023.t005	0) give expression to. 7) (None of the above) - The correct answer is not listed.
senseval3.d000.s108.t000	2) the generic use of the word to refer to any human being.
senseval3.d000.s108.t001	1) surpassing the ordinary or normal;  - George Will. 0) suggesting the operation of supernatural influences;
senseval3.d000.s108.t002	2) an unilluminated area.
senseval3.d000.s108.t003	4) give rise to; cause to happen or occur, not always intentionally.  (Source: WordNet)
senseval3.d000.s108.t005	0) sound of any kind (especially unintelligible or dissonent sound) 0.
senseval3.d000.s108.t006	2) an unilluminated area. 7) a spy employed to follow someone and report their movements.
d086.s002.t000	0) the activity of putting or setting in order in advance of some act or purpose.
d086.s002.t001	0) to a small degree or extent. 0) to a small degree or extent. 0) to a
d086.s002.t002	0) a period of time containing 365 (or 366) days. ... ... ... ...
d086.s002.t003	1) the successful ending of the American Revolution.
d086.s002.t004	0) the first of a series of actions.  Final Answer: The final answer is 0. I hope it
d086.s002.t005	4) arrange by systematic planning and united effort.  0) create (as an entity) is not correct because
d086.s002.t006	1) of or relating to the countryside as opposed to the city. 0) living in or characteristic of farming or
d086.s002.t007	1) a body of people or families living together and sharing everything. 0) the smallest administrative district of several European
d034.s009.t000	2) become open.
d034.s009.t001	0) a unit of length equal to one twelfth of a foot.
d034.s009.t002	4) make a hole by poking.
d034.s009.t003	11) a generic term for any device whose possession entitles the holder to a means of access.  % 0
d034.s009.t004	16) place into the hands or custody of.
best.n.02_example.0	1) the person who is most outstanding or excellent; someone who tops all others.
d099.s146.t000	0) a large number of things or people considered together.
d099.s146.t001	0) pull back or move away or backward.
d099.s146.t002	0) a human beingFinal Answer: The final answer is 0) a human being. I hope it is
d099.s146.t003	8) begin or set in motion.  (Source: https://www.quora.com/What-is-the-semantic
d099.s146.t004	0) in a giddy light-headed manner. 0) in a giddy light-headed manner. 0)
d099.s146.t005	0) a local and well-defined elevation of the land. 0) a local and well-defined elevation of the land
bob.n.07_example.0	1) a hair style for women and children; a short haircut all around. 7: He gave me a short
d185.s081.t000	0) a human being.  Final Answer: The final answer is 0) a human being. I hope it
d185.s081.t001	0) a human being. 4/4 pointsFinal Answer: The final answer is 0) a human
d185.s081.t002	0) being one more than nine.
d185.s081.t003	1) a period of time occupying a regular part of a calendar year that is used for some particular activity.  Final
d185.s081.t004	0) an adult person who is male (as opposed to a woman) - 2) the generic use of the
d185.s081.t005	4) cause to move; cause to be in a certain position or condition.
d185.s081.t006	0) to a very great extent or degree. 10) to a very great extent or degree. 0)
d185.s081.t007	0) (quantifier used with mass nouns) great in quantity or degree or extent. 2) (quantifier
d185.s081.t008	1) possession of the qualities (especially mental qualities) required to do something or get something done. 0) the
d185.s081.t009	0) a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying
d185.s081.t010	0) an adult person who is male (as opposed to a woman)
d185.s081.t011	0) be in accord; be in agreement. 6) achieve harmony of opinion, feeling, or purpose.
d185.s081.t012	0) not ever; at no time in the past or future. 0) not ever; at no time in
d185.s081.t013	12) reach a point in time, or a certain state or level.  (Note: The target word "hit
d185.s081.t014	1) the highest level or degree attainable; the highest stage of development. 4) None of the above.
d120.s108.t000	6Final Answer: The final answer is 6. I hope it is correct.  I hope it is correct
d120.s108.t001	0) the cardinal number that is the sum of three and one. 0) the cardinal number that is the sum
d120.s108.t002	1) inserted as an integral part of a surrounding whole. 1) inserted as an integral part of a surrounding whole
d120.s108.t003	11) a pitch that is not in the strike zone. 12) round object that is hit or thrown or kicked
d120.s108.t004	1) a score given to a golf shot.
d120.s108.t005	0) under terms not final or fully worked out or agreed upon.
truth.n.01_example.0	1) conformity to reality or actuality. 2) a true statement. 3) the quality of being near
d061.s109.t000	3) have an existence, be extant.  (Definition 3)  (Note: The word "was
d061.s109.t001	0) (comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount
d061.s109.t002	0) a unit of language that native speakers can identify.
d061.s109.t003	2) have (one's written work) issued for publication. 4) communicate (with) in writing.
d061.s109.t004	2) belonging to the distant past. 0) not the same one or ones already mentioned or implied; - the
d061.s109.t005	0) a hostile meeting of opposing military forces in the course of a war.
d061.s109.t006	0) of or relating to the United States of America or its people or language or culture. 0) of or
d061.s109.t007	4) all that is remembered of the past as preserved in writing; a body of knowledge. 5) (None
d061.s109.t008	0) any number of entities (members) considered as a unit. 0) any number of entities (members)
d061.s109.t009	2) the initial time. 0) before anything else 1) the initial time 2) before another in
d061.s109.t010	4) give rise to; cause to happen or occur, not always intentionally. ... ... ... ...
d061.s109.t011	4) the impression created by doing something unusual or extraordinary that people notice and remember. 15. 16.
d061.s109.t012	4) all that is remembered of the past as preserved in writing; a body of knowledge.  #### Movement of the
d061.s109.t013	0) army unit smaller than a division. 0) army unit smaller than a division. 0) army unit
d061.s109.t014	3) have an existence, be extant.
d061.s109.t015	0) being one more than nine.
d061.s109.t016	1) a period of time occupying a regular part of a calendar year that is used for some particular activity.
d061.s109.t017	0) (used especially of persons) having lived for a relatively long time or attained a specific age.
d061.s109.t018	0) that time; that moment. 8.0/10 0 (0 votes). 0.0
d024.s006.t000	1) express a good opinion of. 0) push for something is not the correct definition as "Recommend" implies
d024.s006.t001	0) the legislature of the United States government.  Final Answer: The final answer is 0) the legislature of
d024.s006.t002	0) now and then or here and there. 4 0I hope it is correct. Thank you for
d024.s006.t003	2) official permission or approval. 0) a document giving an official instruction or command1) the power or
d024.s006.t004	6) the commercial activity involved in repairing old structures or constructing new ones.  %%\end{document}``
d024.s006.t005	6) process or series of acts especially of a practical or mechanical nature involved in a particular form of work.  (
d024.s006.t006	1) the condition of sharing in common with others (as fellows or partners etc.). 0) the act of sharing
d024.s006.t007	0) the act of constructing something. 4) drawing a figure satisfying certain conditions as part of solving a problem or
d024.s006.t008	7) process or manner of functioning or operating.  Final Answer: The final answer is 7. I hope it
d024.s006.t009	4) a visual presentation showing how something works.  Final Answer: The final answer is 4) a visual presentation
d024.s006.t010	0) buildings for carrying on industrial labor. 0) buildings for carrying on industrial labor. 0) buildings for
d024.s006.t011	0) a particular course of action intended to achieve a result.  Final Answer: The final answer is 0.
d024.s006.t012	4) reach, make, or come to a decision about something.  (Source: [1](https://www
d024.s006.t013	1) the fundamental assumptions from which something is begun or developed or calculated or explained. 1Final Answer: The
d024.s006.t014	0) a section of a section; a part of a part; i.e., a part of something already divided.
d024.s006.t015	0) at an earlier place.  Final Answer: The final answer is 0) at an earlier place. I
d024.s006.t016	1) have as a feature. 15) undergo (as of injuries and illnesses) 16) achieve a point
d024.s006.t017	1) grounds for feeling hopeful about the future. 2) a verbal commitment by one person to another agreeing to do
d024.s006.t018	1) to gain with effort. 0) put in effect. 1) to gain with effort. 0
